Respondent ID,Collector ID,Start_Date,End_Date,Consent,Age,Gender,Continent,Highest_Education,SES,Social_media_used_most,Hours_use,Seen_vaccines_post,SM_influence,Trust_most,MMR_autism,Disease_rare,Parents_decide,Neurological_problems,Handle_multiple,CDC_not_trustworthy,Follow_recommendation,Vaccine_risk,Measles_efficacy,Avoid_death,Data_publicity,Protect_immunocompromised
10166599285,214745505,8/17/18 11:05,8/17/18 11:09,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166593371,215410534,8/17/18 11:02,8/17/18 11:06,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Family,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true
10166591090,214745505,8/17/18 11:01,8/17/18 11:03,"I agree to consent, data use, and terms listed above.",65+,Female,"North America, United States",Master's Degree,Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166585737,214745505,8/17/18 10:57,8/17/18 11:01,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166585156,215297112,8/17/18 10:58,8/17/18 11:00,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,9+,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166582833,215297112,8/17/18 10:57,8/17/18 10:59,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166580645,215297112,8/17/18 10:55,8/17/18 10:58,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166572318,214745505,8/17/18 10:50,8/17/18 10:53,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166569904,215297112,8/17/18 10:49,8/17/18 10:51,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Master's Degree,Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166568106,215297112,8/17/18 10:48,8/17/18 10:51,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true
10166562566,215297112,8/17/18 10:45,8/17/18 10:48,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",High school (grade level 9-12/13),Lower Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166558204,215297112,8/17/18 10:43,8/17/18 10:46,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166557764,215297112,8/17/18 10:42,8/17/18 10:45,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",High school (grade level 9-12/13),Upper Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I am unsure,I am unsure,I am unsure,I believe this is true
10166555949,215410534,8/17/18 10:41,8/17/18 10:44,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",High school (grade level 9-12/13),Lower Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is NOT true
10166555713,215297112,8/17/18 10:41,8/17/18 10:44,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166554578,215297112,8/17/18 10:41,8/17/18 10:43,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166551721,215297112,8/17/18 10:39,8/17/18 10:41,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166550211,215297112,8/17/18 10:38,8/17/18 10:41,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true
10166545586,214745505,8/17/18 10:36,8/17/18 10:38,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166541796,214745505,8/17/18 10:33,8/17/18 10:37,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166526333,215297112,8/17/18 10:26,8/17/18 10:29,"I agree to consent, data use, and terms listed above.",18-24,Female,Europe,Associates Degree (2 year college/university degree),Lower Class,Twitter,5-6,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166525077,214745505,8/17/18 10:06,8/17/18 10:28,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166519984,214745505,8/17/18 10:22,8/17/18 10:25,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166513227,215297112,8/17/18 10:19,8/17/18 10:21,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Instagram,9+,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166505195,215297112,8/17/18 10:15,8/17/18 10:17,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166503982,215297112,8/17/18 10:14,8/17/18 10:16,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166500675,215297112,8/17/18 10:12,8/17/18 10:15,"I agree to consent, data use, and terms listed above.",35-44,Male,Europe,High school (grade level 9-12/13),Lower Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166495979,214745505,8/17/18 10:10,8/17/18 10:12,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166492703,215297112,8/17/18 10:08,8/17/18 10:12,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I am unsure,I believe this is true
10166480836,215297112,8/17/18 10:02,8/17/18 10:06,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,5-6,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Family,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166477807,215297112,8/17/18 10:01,8/17/18 10:03,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166474691,214745505,8/17/18 9:59,8/17/18 10:01,"I agree to consent, data use, and terms listed above.",45-54,Male,Australia/ Oceania,Master's Degree,Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166463839,215297112,8/17/18 9:53,8/17/18 9:59,"I agree to consent, data use, and terms listed above.",18-24,Female,Asia,High school (grade level 9-12/13),Middle Class,Other (please specify),5-6,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I am unsure
10166463779,214745505,8/17/18 9:54,8/17/18 9:55,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,5-6,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166457559,215297112,8/17/18 9:50,8/17/18 9:53,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Twitter,9+,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true
10166451627,215297112,8/17/18 9:47,8/17/18 9:50,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166443567,215297112,8/17/18 9:44,8/17/18 9:45,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166442032,215410534,8/17/18 9:43,8/17/18 9:47,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166436762,215297112,8/17/18 9:40,8/17/18 9:44,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",High school (grade level 9-12/13),Upper Class,Twitter,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166430347,214745505,8/17/18 9:37,8/17/18 9:40,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166427615,215297112,8/17/18 9:36,8/17/18 9:39,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166422663,214745505,8/17/18 9:33,8/17/18 9:36,"I agree to consent, data use, and terms listed above.",25-34,Female,Europe,Master's Degree,Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166421422,214745505,8/17/18 9:32,8/17/18 9:35,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166408302,214745505,8/17/18 9:26,8/17/18 9:28,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166408286,214745505,8/17/18 9:26,8/17/18 9:27,"I agree to consent, data use, and terms listed above.",35-44,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Lower Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166407799,214745505,8/17/18 9:26,8/17/18 9:29,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, Other","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166407023,214745505,8/17/18 9:25,8/17/18 9:27,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166405808,214745505,8/17/18 9:25,8/17/18 9:26,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Lower Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166399662,215297112,8/17/18 9:21,8/17/18 9:24,"I agree to consent, data use, and terms listed above.",25-34,Male,Asia,Bachelor Degree (4 year college/university degree),Lower Class,Twitter,3-4,No,I have not seen anything about vaccines on social media,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true
10166395482,214745505,8/17/18 9:19,8/17/18 9:22,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166389742,214745505,8/17/18 9:17,8/17/18 9:18,"I agree to consent, data use, and terms listed above.",45-54,Male,"North America, Other",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166385973,215297112,8/17/18 9:15,8/17/18 9:17,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166376868,215297112,8/17/18 9:10,8/17/18 9:13,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166370464,215410534,8/17/18 9:00,8/17/18 9:10,"I agree to consent, data use, and terms listed above.",25-34,Female,Europe,Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true,I am unsure,I believe this is true
10166368021,215297112,8/17/18 9:06,8/17/18 9:08,"I agree to consent, data use, and terms listed above.",35-44,Female,South America,Master's Degree,Middle Class,Twitter,9+,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10166366844,215297112,8/17/18 9:05,8/17/18 9:10,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Other (please specify),3-4,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure,I believe this is true
10166355715,215297906,8/17/18 8:59,8/17/18 9:03,"I agree to consent, data use, and terms listed above.",45-54,Male,Asia,Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I am unsure,I am unsure,I believe this is true
10166348159,215410534,8/17/18 8:56,8/17/18 8:58,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166344515,215297112,8/17/18 8:54,8/17/18 8:56,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166344381,215297112,8/17/18 8:54,8/17/18 8:56,"I agree to consent, data use, and terms listed above.",18-24,Female,Europe,Master's Degree,Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166343857,214745505,8/17/18 8:54,8/17/18 8:55,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166339085,214745505,8/17/18 8:51,8/17/18 9:13,"I agree to consent, data use, and terms listed above.",25-34,Female,Europe,"Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10166336218,214745505,8/17/18 8:48,8/17/18 8:52,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
